=== EXISTING 354 PRODUCTS RECONCILIATION ===
PRICE FIX NEEDED: yq-754 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2754 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2755 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2756 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-1261 | current=18550 | Yaqoot orig=25000 sale=18750 -> Luminous=24800
PRICE FIX NEEDED: yq-1312 | current=15100 | Yaqoot orig=17000 sale=15300 -> Luminous=16800
PRICE FIX NEEDED: yq-1448 | current=5750 | Yaqoot orig=8500 sale=5950 -> Luminous=8300
PRICE FIX NEEDED: yq-1627 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-1628 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-1629 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-1755 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-1262 | current=18550 | Yaqoot orig=25000 sale=18750 -> Luminous=24800
PRICE FIX NEEDED: yq-1263 | current=15800 | Yaqoot orig=25000 sale=16000 -> Luminous=24800
PRICE FIX NEEDED: yq-1385 | current=17650 | Yaqoot orig=21000 sale=17850 -> Luminous=20800
PRICE FIX NEEDED: yq-1386 | current=3700 | Yaqoot orig=6000 sale=3900 -> Luminous=5800
PRICE FIX NEEDED: yq-1409 | current=1800 | Yaqoot orig=2500 sale=2000 -> Luminous=2300
PRICE FIX NEEDED: yq-2550 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2551 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2552 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2557 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2558 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2704 | current=1900 | Yaqoot orig=3000 sale=2100 -> Luminous=2800
PRICE FIX NEEDED: yq-2779 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-1264 | current=6500 | Yaqoot orig=10000 sale=6700 -> Luminous=9800
PRICE FIX NEEDED: yq-1342 | current=35000 | Yaqoot orig=40000 sale=35200 -> Luminous=39800
PRICE FIX NEEDED: yq-2271 | current=19800 | Yaqoot orig=25000 sale=20000 -> Luminous=24800
PRICE FIX NEEDED: yq-2780 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2781 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-1652 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-1673 | current=2760 | Yaqoot orig=4000 sale=2960 -> Luminous=3800
PRICE FIX NEEDED: yq-2274 | current=8200 | Yaqoot orig=12000 sale=8400 -> Luminous=11800
PRICE FIX NEEDED: yq-2275 | current=4900 | Yaqoot orig=6000 sale=5100 -> Luminous=5800
PRICE FIX NEEDED: yq-2276 | current=12280 | Yaqoot orig=16000 sale=12480 -> Luminous=15800
PRICE FIX NEEDED: yq-2773 | current=2760 | Yaqoot orig=4000 sale=2960 -> Luminous=3800
PRICE FIX NEEDED: yq-1964 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-1965 | current=9160 | Yaqoot orig=12000 sale=9360 -> Luminous=11800
PRICE FIX NEEDED: yq-1966 | current=14040 | Yaqoot orig=16000 sale=14240 -> Luminous=15800
PRICE FIX NEEDED: yq-1967 | current=8300 | Yaqoot orig=10000 sale=8500 -> Luminous=9800
PRICE FIX NEEDED: yq-1968 | current=12600 | Yaqoot orig=16000 sale=12800 -> Luminous=15800
PRICE FIX NEEDED: yq-2774 | current=4000 | Yaqoot orig=6000 sale=4200 -> Luminous=5800
PRICE FIX NEEDED: yq-1287 | current=3050 | Yaqoot orig=5000 sale=3250 -> Luminous=4800
PRICE FIX NEEDED: yq-1507 | current=2600 | Yaqoot orig=4000 sale=2800 -> Luminous=3800
PRICE FIX NEEDED: yq-1716 | current=5725 | Yaqoot orig=7500 sale=5925 -> Luminous=7300
PRICE FIX NEEDED: yq-2486 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2528 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-2530 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-2542 | current=3750 | Yaqoot orig=5000 sale=3950 -> Luminous=4800
PRICE FIX NEEDED: yq-2693 | current=2800 | Yaqoot orig=4000 sale=3000 -> Luminous=3800
PRICE FIX NEEDED: yq-2762 | current=15100 | Yaqoot orig=18000 sale=15300 -> Luminous=17800
PRICE FIX NEEDED: yq-1590 | current=5800 | Yaqoot orig=12000 sale=6000 -> Luminous=11800
PRICE FIX NEEDED: yq-1833 | current=5050 | Yaqoot orig=7000 sale=5250 -> Luminous=6800
PRICE FIX NEEDED: yq-1841 | current=24400 | Yaqoot orig=30000 sale=24600 -> Luminous=29800
PRICE FIX NEEDED: yq-2170 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2209 | current=11800 | Yaqoot orig=16000 sale=12000 -> Luminous=15800
PRICE FIX NEEDED: yq-2474 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-2691 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2713 | current=14200 | Yaqoot orig=16000 sale=14400 -> Luminous=15800
PRICE FIX NEEDED: yq-2765 | current=5800 | Yaqoot orig=8000 sale=6000 -> Luminous=7800
PRICE FIX NEEDED: yq-2766 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2768 | current=6360 | Yaqoot orig=8000 sale=6560 -> Luminous=7800
PRICE FIX NEEDED: yq-2793 | current=7300 | Yaqoot orig=10000 sale=7500 -> Luminous=9800
PRICE FIX NEEDED: yq-435 | current=22300 | Yaqoot orig=30000 sale=22500 -> Luminous=29800
PRICE FIX NEEDED: yq-571 | current=19800 | Yaqoot orig=25000 sale=20000 -> Luminous=24800
PRICE FIX NEEDED: yq-743 | current=27850 | Yaqoot orig=33000 sale=28050 -> Luminous=32800
PRICE FIX NEEDED: yq-760 | current=39300 | Yaqoot orig=50000 sale=39500 -> Luminous=49800
PRICE FIX NEEDED: yq-1350 | current=17400 | Yaqoot orig=22000 sale=17600 -> Luminous=21800
PRICE FIX NEEDED: yq-1351 | current=22300 | Yaqoot orig=30000 sale=22500 -> Luminous=29800
PRICE FIX NEEDED: yq-2549 | current=25300 | Yaqoot orig=30000 sale=25500 -> Luminous=29800
PRICE FIX NEEDED: yq-2000 | current=1780 | Yaqoot orig=3000 sale=1980 -> Luminous=2800
PRICE FIX NEEDED: yq-2001 | current=2320 | Yaqoot orig=3000 sale=2520 -> Luminous=2800
PRICE FIX NEEDED: yq-2002 | current=3200 | Yaqoot orig=4000 sale=3400 -> Luminous=3800
PRICE FIX NEEDED: yq-2116 | current=3120 | Yaqoot orig=4000 sale=3320 -> Luminous=3800
PRICE FIX NEEDED: yq-2543 | current=2400 | Yaqoot orig=4000 sale=2600 -> Luminous=3800
PRICE FIX NEEDED: yq-2598 | current=2500 | Yaqoot orig=3000 sale=2700 -> Luminous=2800
PRICE FIX NEEDED: yq-2692 | current=2720 | Yaqoot orig=4000 sale=2920 -> Luminous=3800
PRICE FIX NEEDED: yq-2782 | current=3800 | Yaqoot orig=5000 sale=4000 -> Luminous=4800
PRICE FIX NEEDED: yq-1309 | current=4600 | Yaqoot orig=6000 sale=4800 -> Luminous=5800
PRICE FIX NEEDED: yq-436 | current=8800 | Yaqoot orig=12000 sale=9000 -> Luminous=11800
PRICE FIX NEEDED: yq-2007 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2008 | current=9400 | Yaqoot orig=12000 sale=9600 -> Luminous=11800
PRICE FIX NEEDED: yq-2009 | current=15400 | Yaqoot orig=20000 sale=15600 -> Luminous=19800
PRICE FIX NEEDED: yq-1079 | current=2308 | Yaqoot orig=3300 sale=2508 -> Luminous=3100
PRICE FIX NEEDED: yq-1613 | current=4300 | Yaqoot orig=6000 sale=4500 -> Luminous=5800
PRICE FIX NEEDED: yq-2374 | current=2350 | Yaqoot orig=3000 sale=2550 -> Luminous=2800
PRICE FIX NEEDED: yq-2479 | current=4600 | Yaqoot orig=6000 sale=4800 -> Luminous=5800
PRICE FIX NEEDED: yq-2480 | current=2720 | Yaqoot orig=4000 sale=2920 -> Luminous=3800
PRICE FIX NEEDED: yq-2792 | current=1000 | Yaqoot orig=1500 sale=1200 -> Luminous=1300

Matched: 354, Unmatched: 0, Price fixes needed: 343
New candidates (excl uncategorized): 2393
